,title,lyrics,text_author,composer,artist,nr
117,Jesienne wino,brzęk ostróg wjechać miasto jesień czas złoty liść nastać kieszeń worek srebro czas dom wtema plecy wół głos głos usiąść raz spróbować wino czereśnia wiśny resztki rok choć jesień zaczynać tył jesień zdążyć wrócić dom noc zawity drogi słońce stały zenit bić południowy żar gardło kurzyć przebyć drogi spocząć chwila zaszkodzić przejść niedaleki droga kusy usiąść raz spróbować wino czereśnia wiśny resztki rok choć jesień zaczynać tył jesień zdążyć wrócić dom noc zawity drogi zbudzić czerwień zachód stary karczma rynka zamykać zabrać srebro dusza ostróg zostać pragnienie tępy głowa ból pamięć słowo usiąść raz spróbować wino czereśnia wiśny resztki rok choć jesień zaczynać tył jesień zdążyć wrócić dom noc zawity drogi,Andrzej Koczewski,Andrzej Koczewski,Andrzej Koczewski; Zbigniew Bogdański,251
118,Jesienne wino,brzęk ostróg wjechać miasto jesień czas złoty liść nastać kieszeń worek srebro czas dom wtema plecy wół głos usiąść raz spróbować wino czereśnia wiśny resztki rok choć jesień zaczynać tył jesień zdążyć wrócić dom noc zawity drogi słońce stały zenit bić południowy żar gardło kurzyć przebyć drogi spocząć chwila zaszkodzić przejść niedaleki droga kusy zbudzić czerwień zachód stary karczma rynka zamykać zabrać srebro dusza ostróg zostać pragnienie tępy głowa ból pamięć słowo,Andrzej Koczewski,Andrzej Koczewski,Andrzej Koczewski,1373
119,W górach jest wszystko co kocham,góry kochać wiersza buk wracać brać klon wnuka wracać siedzieć ławka księżyc szumieć brzoza kropidło daleki miasto niczbyć urodzić pismo góry zapisać czarny znać synać laska jałowiec wesprzeć czerwień kalina cyrylica pisać trąbita jesień głosić bór mądrość dzieło zdjąć góry,J. Harasymowicz,W. Szymański,Dom o Zielonych Progach,837
120,W górach jest wszystko co kocham,góry kochać wiersza buk wracać brać klon wnuka wracać siedzieć ławka księżyc szumieć brzoza kropidło daleki miasto niczbyć urodzić pismo góry zapisać czarny znać synać laska jałowiec wesprzeć czerwień kalina cyrylica pisać trąbita jesień głosić bór mądrość dzieło zdjąć góry,Jerzy Harasymowicz,Andrzej Mróz,Andrzej Mróz,1356
121,Zima,zimać zaczynać padać śnieg zimać przypominać pierwszy raz spotkać strumień płynąć śpiew niewinny śmiech oko niebo szukać wciąż siebie błądzić gwiazda śnąć zimać przyszły zimać szyba zimny wicher dma zimać mrozić klimat serce ogień palić strumień płynąć śpiew niewinny śmiech oko niebo szukać wciąż siebie błądzić gwiazda śnąć zimać wieść prymat wokół kręty zimać zimać wyłonić chłód chwila strumień płynąć śpiew niewinny śmiech oko niebo szukać wciąż siebie,Robert Leonhard,Robert Leonhard,Małżeństwo z Rozsądku,68
122,Zima,zimać zaczynać padać śnieg zimać przypominać pierwszy raz spotkać strumień płynąć śpiew niewinny śmiech oko niebo szukać wciąż siebie błądzić gwiazda śnąć zimać przyszły zimać szyba zimny wicher dma zimać mrozić klimat serce ogień palić zimać wieść prymat wokół kręty zimać zimać wyłonić chłód chwila,Robert Leonhard,Robert Leonhard,Małżeństwo z Rozsądku,482
123,Zima,świat leżeć schować wnętrze biały ciepły rękawica pies buda kryza śnieg przybrać gałązka gawron kanonik granatowy lasa osiodłać polano jaskrawy blask trzy świerk lasa zwiad wysłać chybotać srebrny kask miesić błoto błoto zima włos tęsknić noc niedziela dopiera wyjeżdżać miasto pociąg rozpędzić gwiazda dotknąć zima popatrzeć diadem świecić niech pocałunek zima gil lasa ulecieć,Jerzy Harasymowicz,Grzegorz Śmiałowski,Bez Zobowiązań,606
124,"Ach, kiedy znowu ruszą dla mnie dni",minąć miesiąc minąć czas miejsce przystanąć chłopiec piekło odgłos kroki schód serce wciąż skakać gardło piękny zagłada ruszyć dzień noc dzień pora krążyć zacząć obieg krew lato jesień zimać wiosna boliwia drogi prosty wiosna lato jesień zimać przypominać ni żyć umrzeć wypłakać łza doszcć oddychać lidwa ból kość gardło stawać powietrze bóg bóg bóg wszędziejski obłęd bóg wbić wszytki nóż ruszyć dzień noc dzień pora krążyć zacząć obieg krew lato jesień zimać wiosna boliwia drogi prosty wiosna lato jesień zimać przypominać,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,9
125,"Ach, kiedy znowu ruszą dla mnie dni",minąć miesiąc minąć czas miejsce przystanąć chłopiec piekło odgłos kroki schód serce wciąż skakać gardło piękny zagłada ruszyć dzień noc dzień pora krążyć zacząć obieg krew lato jesień zimać wiosna boliwia drogi prosty wiosna lato jesień zimać przypominać ni żyć ni umrzeć wypłakać łza doszcć oddychać lidwa ból kość gardło stawać powietrze bóg bóg bóg wszędziejski obłęd bóg wbić nóż,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,1108
126,Ballada o mieście,dzień kończyć patrzyć sufit bielić rozjaśniać nocny spleen miasto śpać sen kamienny żółwi palec ciemność kreślić rejestr wino patrzyć wokół zobaczyć dostrzec głupi zdeptać stworzyć długi budować hermetyczny świat brudny czyn plugawy rozmowy dzień conocny codzienny noc winny ciągło wina prawda kłamstwo przenikać kota obrzydzić patrzyć otępiały twarz bagno bzdura bełkotać pijany tłumić pomięga rynsztok święty ołtarz płynąć brudny lawa niba styks nurt rozgrzeszyć nienawiść usta skrzywiony paroksyzm słowo senny koszmar wyśnić przebudzić koszmarny sn brudny czyn plugawy rozmowy dzień conocny codzienny noc winny ciągło wina prawda kłamstwo przenikać kota,,,Robert Kasprzycki,1168
127,Piosenka o mieście,dzień kończyć patrzyć sufit bielić rozjaśniać nocny spleen miasto śpać sen kamienny żółwi palec ciemność kreślić rejestr wino patrzyć wokół zobaczyć dostrzec głupi zdeptać stworzyć długi budować hermetyczny świat brudny czyn plugawy rozmowy dzień conocny codzienny noc winny ciągło wina prawda kłamstwo przenikać kota obrzydzić patrzyć otępiały twarz bagno bzdura bełkotać pijany tłumić pomięga rynsztok święty ołtarz płynąć brudny lawa niba styks nurt rozgrzeszyć nienawiść usta skrzywiony paroksyzm słowo senny koszmar wyśnić przebudzić koszmarny sn brudny czyn plugawy rozmowy dzień conocny codzienny noc winny ciągło wina prawda kłamstwo przemykać kota,,,Robert Kasprzycki,1191
128,Oczy me pełne...,oko me pełny polny krynica niebiosa jasny odbijać lika ucho me pełny muszla echowy szum ocean swej głębić chować nozdrze me pełny duszny ogród zapach róża szkarłatny królewski uroda róża królewski uroda usta me pełny pszczeli pasieka pełny miodny wino kwiatowy mleko dłoń me pełny pleść kosz jesień składać owoc rozkosz serce me pełny korona drzewo gniazdo ptactwo upojny miłość pieśń śpiewać upojny pieśń śpiewać dusza pełny wir mór uśpić szaleństwo uśpić szaleństwo,Leopold Staff,Robert Leonhard,Małżeństwo z Rozsądku,348
129,Oczy me pełne...,oko me pełny polny krynica niebiosa jasny odbijać lika ucho me pełny muszla echowy szum ocean swej głębić chować nozdrze me pełny duszny ogród zapach róża szkarłatny królewski uroda róża królewski uroda usta me pełny pszczeli pasieka pełny miodny wino kwiatowy mleko dłoń me pełny pleść kosz jesień składać owoc rozkosz serce me pełny korona drzewo gniazdo ptactwo upojny miłość pieśń śpiewać upojny pieśń śpiewać dusza pełny wir mór uśpić szaleństwo uśpić szaleństwo,Leopold Staff,Robert Leonhard,Małżeństwo z Rozsądku,503
130,Bar w Beskidzie,chcieć gardło kurzyć wypłukać wskazać droga bok przystanek e prawy szosa asfaltowy kusza napis ołówek kopiowy drzwi dziesiąty otworzyć polecać kotlet mielony lokal kategoria czwarty lej chmiel lej chmiel nieść muzyka bukowy lis panna zosie oko niebo trocha rok nowy beczka przynieść środek chłopak rzucać łacina sufit cztery ściana dymić extra mocny strzelać szampan blednąć obrus lniany wieczór lipiec duszny okno otworzyć oścież gwiazda wpadać pełny kufel poobgryzać paznokieć lej chmiel lej chmiel nieść muzyka bukowy lis panna zosie oko niebo trocha rok nowy beczka przynieść chłopak noga wata wracać mokry kolacja świat okręt morski kołysać gościniec dzić ślimaczyć któryś strach wróbli pogadać polityka jedyny cerkiew marszczyć zgorszyć szorstki gnot lika lej chmiel lej chmiel nieść muzyka bukowy lis panna zosie oko niebo trocha rok nowy beczka przynieść,Wiesław Jarosz,Wiesław Jarosz,EKT Gdynia,436
131,Bar w Beskidzie,chcieć gardło kurzyć wypłukać wskazać droga bok przystanek pekaes prawy drogi asfaltowy kusza napis ołówek kopiowy drzwi dziesiąty otworzyć polecać kotlet mielony lokal kategoria czwarty lej lej lej lej chmiel nieść muzyka bukowy lis panna zosie oko niebo trocha rok nowy beczka przynieść środek chłopak rzucać łacina sufit cztery ściana dymić extra mocny strzelać szampan blednąć obrus lniany wieczór lipiec duszny okno otworzyć oścież gwiazda wpadać pełny kufel poogryzać paznokieć lej lej lej chmiel chłopak noga wata wracać mokry kolacja świat okręt morski kołysać gościniec dzić ślimaczyć któryś strach wróbli pogadać polityka jedyny cerkiew marszczyć zgorszyć szorstki gonty lika lej lej lej chmiel,Wiesław Jarosz,Wiesław Jarosz,EKT Gdynia,1368
132,Nadaremność,znój słońce mozól raz ciszyć dzwonić rozgrzać płot chrust pocałunek siebie składać skroń pomoc ustęp rozwalić stodoła brzmieć niebo szpara jaskółka płakać śmiech pokój spłowiały wzdymać kotara wyrywać wiosna decha bóg okno czarny godzina wonny rozkwiecić przebaczyć wbrewa twej wiedza ginąć woli własny łza,Bolesław Leśmian,Adam Kalus,Małżeństwo z Rozsądku,451
133,Nadaremność,znój słońce mozól raz ciszyć dzwonić rozgrzać płot chrust pocałunek siebie składać skroń pomoc ustęp rozwalić stodoła brzmieć niebo szpara jaskółka płakać śmiech pokój spłowiały wzdymać kotara wyrywać wiosna decha bóg okno czarny godzina wonny rozkwiecić przebaczyć wbrewa twej wiedza ginąć woli własny łza,Bolesław Leśmian,Adam Kalus,Małżeństwo z Rozsądku,496
134,Makatka z aniołem,twarz twej rumieniec jakbyś uduchowić gruźlica płuco dobroć nieziemski zamykać niebieski kluczyć zamykać niebieski kluczyć najczęunioezioro spotkać przepaść lukrować dziurawy kładka przeprowadzać dziecko noc chcieć oderwać ściana skrzydło gwóźdź przedziurawić zostawać wiek wiek amen najczęunioezioro spotkać przepaść lukrować dziurawy kładka przeprowadzać dziecko,Adam Ziemianin,Krzysztof Myszkowski,Stare Dobre Małżeństwo,7
135,Makatka z aniołem,twarz twej rumieniec jakbyś uduchowić gruźlica płuco dobroć nieziemski zamykać niebieski kluczyć zamykać niebieski kluczyć najczęunioezioro spotkać przepaść lukrować dziurawy kładka przeprowadzać dziecko noc chcieć oderwać ściana skrzydło gwóźdź przedziurawić zostawać wiek wiek amen,A. Ziemianin,K. Myszkowski,Stare Dobre Małżeństwo,1059
136,Wrzosowisko,zrozumieć powiedzieć spróbować zrozumieć życzyć dobry urodzinowy noworoczny lepsze północ składany drżeć głos niekłamany szczęśliwy szczęśliwy cóż włóczęga niespokojny duch pójść wrzosowisko zapomnieć epoka wieko rok miesiąc dzień godzina kończyć zaczynać myślić kochać trocha kochać powiedzieć wypowiedzieć ogromni żegnać zrozumieć żegnać szczęśliwy szczęśliwy cóż włóczęga niespokojny duch pójść wrzosowisko zapomnieć epoka wieko rok miesiąc dzień godzina kończyć zaczynać dal zniknąć cichy,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,338
137,Z nim będziesz szczęśliwsza,zrozumieć powiedzieć spróbować zrozumieć życzyć dobry urodzinowy noworoczny lepsze północ składany drżeć głos niekłamany szczęśliwy szczęśliwy cóż włóczęga niespokojny duch pójść wrzosowisko zapomnieć epoka wieko rok miesiąc dzień godzina kończyć zaczynać myślić kochać trocha kochać powiedzieć wypowiedzieć ogromni żegnać zrozumieć żegnać szczęśliwy dal znikać cichy,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,1042
138,Bieszczady,dolina wstawać mgły wilgotny dzień szczyt ogień płony stok kryć cień mokry rosa trawa wypatrywać dzień ciepły pierwszy słońce promień da cichy potok gadać gwarzyć pośród skała deszcz chmura trocha woda dać świerk zapatrzyć horyzont kresa głowa pragnąć wysoki najwyżejezioro wznieść tęczyć kwiat barwny połonina łan słońce wypełnić jagodowy dzban pachnieć świeży siano pokos pyszny trawić owca dzwoneczek cisza niebo grać cichy potok gadać gwarzyć pośród skała deszcz chmura trocha woda dać świerk zapatrzyć horyzont kresa głowa pragnąć wysoki najwyżejezioro wznieść serenada świerszcz kaskada gwiazda noc zaduma kroczyć mrok ścielić płaszczyć wielki wóz księżyc ruszać szlaka pozłocisty sierp gasić lampa dzień cichy potok gadać gwarzyć pośród skała deszcz chmura trocha woda dać świerk zapatrzyć horyzont kresa głowa pragnąć wysoki najwyżejezioro wznieść,Andrzej Starzec,Andrzej Starzec,Andrzej Starzec,397
139,Bieszczady (Tu w dolinach wstaje),dolina wstawać mgły wilgotny dzień szczyt ogień płony stok kryć cień mokry rosa trawa wypatrywać dzień ciepły pierwszy słońce promień da cichy potok gadać gwarzyć pośród skała deszcz chmura trocha woda dać świerk zapatrzyć horyzont kresa głowa pragnąć wysoki najwyżejezioro wznieść tęczyć kwiat barwny połonina łan słońce wypełnić jagodowy dzban pachnieć świeży siano pokos pyszny trawić owca dzwoneczek cisza niebo grać cichy potok gadać serenada świerszcz kaskada gwiazda noc zaduma kroczyć mrok ścielić płaszczyć wielki wóz księżyc ruszać szlaka pozłocisty sierp gasić lampa dzień cichy potok gadać,Andrzej Starzec,Andrzej Starzec,Andrzej Starzec,454
140,Zwiewność,brzęk mucha pusty dzban stoa półka smuga oko znikły okno jaskółka cień ręka murawa niczyj ledwa zazielenić ufać żyć dumniąć modrzyć ciszyć podnóże buńczuczć bój mgły napurpurzać niewiele mało niebieski ć tło biały obłok liliowy przekreska dal światły ślepie wróbli spotkanie trwać ciało szmer studnia lis mgły bywać usta aleja świta grobla młyn niebo brama oścież zgon pszczoły koniczyna brzęk mucha pusty dzban stoa półka smuga oko znikły okno jaskółka cień ręka murawa niczyj ledwa zazielenić ufać żyć chód ziemia człowiek widnokres maleć łatwy zwiewny gęstwy ciało nieść gęstwia modlić gmatwać chwila wyzierać gęstwa świat motyli brzęk mucha pusty dzban stoa półka smuga oko znikły okno jaskółka cień ręka murawa niczyj ledwa zazielenić ufać żyć,Bolesław Leśmian,Z. Stefaniak,,21
141,Zwiewność,brzęk mucha pusty dzban stoa półka smuga oko znikły okno jaskółka cień ręka murawa niczyj ledwa zazielenić ufać żyć dumniąć modrzyć ciszyć podnóże buńczuczć bój mgły napurpurzać niewiele mało niebieski ć tło biały obłok czerwony przekreska dal świat ślepie wróbli spotkanie trawić ciało szmer studnia lis mgły bywać usta aleja świta grobla młyn słońce brama oścież zgon pszczoły koniczyna chód ziemia człowiek widnokres maleć mały zwiewny gęstwa ciało nieść gęstwia modlić gmatwać chwila wyzierać gęstwa świat motyli,,,,1132
